Caste,Marks,Selection Percentage,Chance,School Type,Total Marks,Gender,Selection Chance,Result
BCA,406.0,49.72,Less Chance,Government,412.0,Female,Less Chance,Not Selected
BCB,508.0,61.42,Moderate Chance,Private,508.0,Male,Less Chance,Not Selected
SC,494.0,60.35,Moderate Chance,Private,494.0,Male,Less Chance,Not Selected
BCE,568.0,69.76,Moderate Chance,Government,574.0,Female,Moderate Chance,Not Selected
BCB,448.0,54.65,Less Chance,Government,452.0,Male,Less Chance,Not Selected
BCB,557.0,68.07,Moderate Chance,Government,563.0,Female,Moderate Chance,Not Selected
BCE,476.0,58.58,Less Chance,Government,482.0,Female,Less Chance,Not Selected
BCB,547.0,66.86,Moderate Chance,Government,553.0,Female,Less Chance,Not Selected
BCB,573.0,69.76,Moderate Chance,Government,577.0,Male,Moderate Chance,Not Selected
BCB,526.0,64.32,Moderate Chance,Government,532.0,Female,Less Chance,Not Selected
SC,582.0,89.63,High Chance,Government,586.0,Male,High Chance,Selected
BCB,495.0,60.57,Less Chance,Government,501.0,Female,Less Chance,Not Selected
BCA,456.0,55.28,Less Chance,Private,458.0,Female,Less Chance,Not Selected
BCB,552.0,67.46,Moderate Chance,Government,558.0,Female,Moderate Chance,Not Selected
BCB,551.0,67.1,Moderate Chance,Government,555.0,Male,Moderate Chance,Not Selected
SC,491.0,60.72,Less Chance,Government,497.0,Female,Less Chance,Not Selected
BCE,445.0,54.57,Less Chance,Government,449.0,Male,Less Chance,Not Selected
SC,495.0,61.2,Moderate Chance,Government,501.0,Female,Less Chance,Not Selected
SC,528.0,65.24,Moderate Chance,Government,534.0,Female,Less Chance,Not Selected
EWS,404.0,49.0,Less Chance,Private,406.0,Female,Less Chance,Not Selected
BCE,467.0,57.48,Less Chance,Government,473.0,Female,Less Chance,Not Selected
SC,565.0,69.76,Moderate Chance,Government,571.0,Female,Moderate Chance,Not Selected
SC,474.0,58.64,Less Chance,Government,480.0,Female,Less Chance,Not Selected
BCE,428.0,52.26,Less Chance,Private,430.0,Female,Less Chance,Not Selected
SC,597.0,100.74,High Chance,Government,601.0,Male,High Chance,Selected
EWS,537.0,65.29,Moderate Chance,Government,541.0,Male,Less Chance,Not Selected
SC,446.0,54.49,Less Chance,Private,446.0,Male,Less Chance,Not Selected
EWS,589.0,95.0,High Chance,Government,595.0,Female,High Chance,Selected
BCE,409.0,50.19,Less Chance,Government,413.0,Male,Less Chance,Not Selected
EWS,490.0,59.86,Less Chance,Government,496.0,Female,Less Chance,Not Selected
SC,543.0,66.34,Moderate Chance,Private,543.0,Male,Less Chance,Not Selected
EWS,544.0,65.66,Moderate Chance,Private,544.0,Male,Less Chance,Not Selected
BCE,406.0,49.58,Less Chance,Private,408.0,Female,Less Chance,Not Selected
EWS,513.0,61.91,Moderate Chance,Private,513.0,Male,Less Chance,Not Selected
BCC,406.0,50.71,Less Chance,Government,410.0,Male,Less Chance,Not Selected
SC,445.0,55.1,Less Chance,Government,451.0,Female,Less Chance,Not Selected
EWS,448.0,54.55,Less Chance,Government,452.0,Male,Less Chance,Not Selected
SC,434.0,53.51,Less Chance,Government,438.0,Male,Less Chance,Not Selected
BCD,451.0,54.73,Less Chance,Government,455.0,Male,Less Chance,Not Selected
BCD,418.0,50.52,Less Chance,Private,420.0,Female,Less Chance,Not Selected
BCD,507.0,61.22,Moderate Chance,Private,509.0,Female,Less Chance,Not Selected
BCD,502.0,61.1,Moderate Chance,Government,508.0,Female,Less Chance,Not Selected
SC,524.0,64.75,Moderate Chance,Government,530.0,Female,Less Chance,Not Selected
SC,497.0,61.2,Moderate Chance,Government,501.0,Male,Less Chance,Not Selected
BCE,540.0,66.11,Moderate Chance,Government,544.0,Male,Less Chance,Not Selected
SC,553.0,68.05,Moderate Chance,Government,557.0,Male,Moderate Chance,Not Selected
SC,568.0,69.39,Moderate Chance,Private,568.0,Male,Moderate Chance,Not Selected
SC,485.0,59.74,Less Chance,Government,489.0,Male,Less Chance,Not Selected
SC,449.0,55.34,Less Chance,Government,453.0,Male,Less Chance,Not Selected
SC,557.0,68.78,Moderate Chance,Government,563.0,Female,Moderate Chance,Not Selected
SC,455.0,55.58,Less Chance,Private,455.0,Male,Less Chance,Not Selected
SC,540.0,66.21,Moderate Chance,Private,542.0,Female,Less Chance,Not Selected
SC,593.0,97.78,High Chance,Government,597.0,Male,High Chance,Selected
SC,413.0,51.19,Less Chance,Government,419.0,Female,Less Chance,Not Selected
SC,465.0,57.29,Less Chance,Government,469.0,Male,Less Chance,Not Selected
SC,401.0,49.72,Less Chance,Government,407.0,Female,Less Chance,Not Selected
SC,525.0,64.62,Moderate Chance,Government,529.0,Male,Less Chance,Not Selected
ST,421.0,53.12,Less Chance,Government,425.0,Male,Less Chance,Not Selected
SC,588.0,91.11,High Chance,Private,588.0,Male,High Chance,Selected
SC,560.0,68.41,Moderate Chance,Private,560.0,Male,Moderate Chance,Not Selected
SC,504.0,61.82,Moderate Chance,Private,506.0,Female,Less Chance,Not Selected
SC,597.0,100.74,High Chance,Government,601.0,Male,High Chance,Selected
SC,511.0,62.91,Moderate Chance,Government,515.0,Male,Less Chance,Not Selected
ST,534.0,67.5,Moderate Chance,Government,540.0,Female,Moderate Chance,Not Selected
SC,480.0,58.64,Less Chance,Private,480.0,Male,Less Chance,Not Selected
SC,437.0,54.12,Less Chance,Government,443.0,Female,Less Chance,Not Selected
SC,528.0,64.75,Moderate Chance,Private,530.0,Female,Less Chance,Not Selected
BCC,510.0,63.82,Moderate Chance,Government,516.0,Female,Less Chance,Not Selected
SC,429.0,52.41,Less Chance,Private,429.0,Male,Less Chance,Not Selected
ST,547.0,69.12,Moderate Chance,Government,553.0,Female,Moderate Chance,Not Selected
ST,475.0,59.88,Less Chance,Government,479.0,Male,Less Chance,Not Selected
ST,587.0,96.5,High Chance,Government,593.0,Female,High Chance,Selected
ST,439.0,55.62,Less Chance,Government,445.0,Female,Less Chance,Not Selected
SC,424.0,51.8,Less Chance,Private,424.0,Male,Less Chance,Not Selected
ST,468.0,59.25,Less Chance,Government,474.0,Female,Less Chance,Not Selected
SC,562.0,68.9,Moderate Chance,Private,564.0,Female,Moderate Chance,Not Selected
SC,520.0,64.01,Moderate Chance,Government,524.0,Male,Less Chance,Not Selected
SC,432.0,53.51,Less Chance,Government,438.0,Female,Less Chance,Not Selected
SC,581.0,90.37,High Chance,Government,587.0,Female,High Chance,Selected
ST,519.0,65.38,Moderate Chance,Government,523.0,Male,Less Chance,Not Selected
SC,440.0,54.49,Less Chance,Government,446.0,Female,Less Chance,Not Selected
SC,542.0,66.7,Moderate Chance,Government,546.0,Male,Less Chance,Not Selected
SC,539.0,65.85,Moderate Chance,Private,539.0,Male,Less Chance,Not Selected
SC,475.0,58.76,Less Chance,Government,481.0,Female,Less Chance,Not Selected
ST,477.0,59.88,Less Chance,Private,479.0,Female,Less Chance,Not Selected
ST,579.0,91.5,High Chance,Government,583.0,Male,High Chance,Selected
BCC,561.0,69.63,Moderate Chance,Private,563.0,Female,Moderate Chance,Not Selected
ST,574.0,89.0,High Chance,Government,578.0,Male,High Chance,Selected
ST,466.0,59.0,Less Chance,Government,472.0,Female,Less Chance,Not Selected
ST,594.0,100.0,High Chance,Government,600.0,Female,High Chance,Selected
ST,553.0,69.38,Moderate Chance,Private,555.0,Female,Moderate Chance,Not Selected
ST,450.0,57.0,Less Chance,Government,456.0,Female,Less Chance,Not Selected
ST,417.0,52.88,Less Chance,Government,423.0,Female,Less Chance,Not Selected
ST,529.0,66.38,Moderate Chance,Private,531.0,Female,Less Chance,Not Selected
ST,459.0,57.62,Less Chance,Private,461.0,Female,Less Chance,Not Selected
ST,489.0,61.62,Moderate Chance,Government,493.0,Male,Less Chance,Not Selected
ST,491.0,62.12,Moderate Chance,Government,497.0,Female,Less Chance,Not Selected
ST,592.0,98.0,High Chance,Government,596.0,Male,High Chance,Selected
ST,494.0,62.5,Moderate Chance,Government,500.0,Female,Less Chance,Not Selected
ST,499.0,63.12,Moderate Chance,Government,505.0,Female,Less Chance,Not Selected
BCB,569.0,68.79,Moderate Chance,Private,569.0,Male,Moderate Chance,Not Selected
BCD,440.0,53.16,Less Chance,Private,442.0,Female,Less Chance,Not Selected
BCB,588.0,92.38,High Chance,Government,592.0,Male,High Chance,Selected
EWS,524.0,63.72,Moderate Chance,Government,528.0,Male,Less Chance,Not Selected
BCB,400.0,48.84,Less Chance,Government,404.0,Male,Less Chance,Not Selected
SC,548.0,67.43,Moderate Chance,Government,552.0,Male,Moderate Chance,Not Selected
BCB,500.0,61.17,Moderate Chance,Government,506.0,Female,Less Chance,Not Selected
BCD,508.0,61.58,Moderate Chance,Government,512.0,Male,Less Chance,Not Selected
OC,487.0,58.85,Less Chance,Government,491.0,Male,Less Chance,Not Selected
BCD,438.0,53.4,Less Chance,Government,444.0,Female,Less Chance,Not Selected
EWS,513.0,62.64,Moderate Chance,Government,519.0,Female,Less Chance,Not Selected
BCD,435.0,52.8,Less Chance,Government,439.0,Male,Less Chance,Not Selected
SC,452.0,55.71,Less Chance,Government,456.0,Male,Less Chance,Not Selected
OC,479.0,58.13,Less Chance,Government,485.0,Female,Less Chance,Not Selected
BCD,455.0,55.45,Less Chance,Government,461.0,Female,Less Chance,Not Selected
OC,486.0,58.97,Less Chance,Government,492.0,Female,Less Chance,Not Selected
BCD,565.0,68.44,Moderate Chance,Government,569.0,Male,Moderate Chance,Not Selected
OC,408.0,49.38,Less Chance,Government,412.0,Male,Less Chance,Not Selected
OC,544.0,65.92,Moderate Chance,Government,550.0,Female,Less Chance,Not Selected
BCD,474.0,57.49,Less Chance,Government,478.0,Male,Less Chance,Not Selected
BCD,444.0,53.64,Less Chance,Private,446.0,Female,Less Chance,Not Selected
BCD,460.0,56.05,Less Chance,Government,466.0,Female,Less Chance,Not Selected
BCD,422.0,51.24,Less Chance,Government,426.0,Male,Less Chance,Not Selected
OC,496.0,59.93,Less Chance,Government,500.0,Male,Less Chance,Not Selected
BCD,543.0,65.79,Moderate Chance,Government,547.0,Male,Less Chance,Not Selected
BCD,546.0,66.15,Moderate Chance,Government,550.0,Male,Less Chance,Not Selected
BCB,416.0,50.78,Less Chance,Government,420.0,Male,Less Chance,Not Selected
BCD,471.0,56.89,Less Chance,Private,473.0,Female,Less Chance,Not Selected
BCD,438.0,53.4,Less Chance,Government,444.0,Female,Less Chance,Not Selected
BCD,571.0,69.4,Moderate Chance,Government,577.0,Female,Moderate Chance,Not Selected
SC,516.0,63.28,Moderate Chance,Private,518.0,Female,Less Chance,Not Selected
BCD,540.0,65.67,Moderate Chance,Government,546.0,Female,Less Chance,Not Selected
BCB,481.0,58.88,Less Chance,Government,487.0,Female,Less Chance,Not Selected
BCD,441.0,53.52,Less Chance,Government,445.0,Male,Less Chance,Not Selected
OC,428.0,52.02,Less Chance,Government,434.0,Female,Less Chance,Not Selected
SC,527.0,65.11,Moderate Chance,Government,533.0,Female,Less Chance,Not Selected
BCD,405.0,48.95,Less Chance,Private,407.0,Female,Less Chance,Not Selected
OC,454.0,54.66,Less Chance,Private,456.0,Female,Less Chance,Not Selected
BCC,412.0,51.45,Less Chance,Government,416.0,Male,Less Chance,Not Selected
BCD,503.0,60.98,Moderate Chance,Government,507.0,Male,Less Chance,Not Selected
BCE,485.0,59.43,Less Chance,Government,489.0,Male,Less Chance,Not Selected
BCB,525.0,63.47,Moderate Chance,Private,525.0,Male,Less Chance,Not Selected
BCD,446.0,53.88,Less Chance,Private,448.0,Female,Less Chance,Not Selected
BCB,558.0,68.19,Moderate Chance,Government,564.0,Female,Moderate Chance,Not Selected
EWS,541.0,66.02,Moderate Chance,Government,547.0,Female,Less Chance,Not Selected
BCD,443.0,53.76,Less Chance,Government,447.0,Male,Less Chance,Not Selected
OC,593.0,93.75,High Chance,Private,595.0,Female,High Chance,Selected
BCB,469.0,57.18,Less Chance,Government,473.0,Male,Less Chance,Not Selected
BCB,403.0,48.72,Less Chance,Private,403.0,Male,Less Chance,Not Selected
EWS,411.0,49.84,Less Chance,Private,413.0,Female,Less Chance,Not Selected
BCB,523.0,63.23,Moderate Chance,Private,523.0,Male,Less Chance,Not Selected
BCD,556.0,67.59,Moderate Chance,Government,562.0,Female,Moderate Chance,Not Selected
BCB,460.0,56.1,Less Chance,Government,464.0,Male,Less Chance,Not Selected
EWS,515.0,62.88,Moderate Chance,Government,521.0,Female,Less Chance,Not Selected
BCD,412.0,50.27,Less Chance,Government,418.0,Female,Less Chance,Not Selected
BCD,423.0,51.6,Less Chance,Government,429.0,Female,Less Chance,Not Selected
EWS,518.0,63.24,Moderate Chance,Government,524.0,Female,Less Chance,Not Selected
BCB,460.0,56.34,Less Chance,Government,466.0,Female,Less Chance,Not Selected
OC,451.0,54.54,Less Chance,Government,455.0,Male,Less Chance,Not Selected
BCD,556.0,67.59,Moderate Chance,Government,562.0,Female,Moderate Chance,Not Selected
BCD,433.0,52.32,Less Chance,Private,435.0,Female,Less Chance,Not Selected
EWS,480.0,58.66,Less Chance,Government,486.0,Female,Less Chance,Not Selected
BCB,516.0,62.63,Moderate Chance,Private,518.0,Female,Less Chance,Not Selected
EWS,587.0,93.0,High Chance,Government,593.0,Female,High Chance,Selected
BCD,521.0,63.14,Moderate Chance,Government,525.0,Male,Less Chance,Not Selected
EWS,547.0,66.74,Moderate Chance,Government,553.0,Female,Less Chance,Not Selected
BCD,477.0,58.09,Less Chance,Government,483.0,Female,Less Chance,Not Selected
OC,557.0,67.24,Moderate Chance,Government,561.0,Male,Moderate Chance,Not Selected
EWS,442.0,53.83,Less Chance,Government,446.0,Male,Less Chance,Not Selected
BCB,595.0,100.95,High Chance,Government,601.0,Female,High Chance,Selected
EWS,536.0,65.41,Moderate Chance,Government,542.0,Female,Less Chance,Not Selected
OC,437.0,53.1,Less Chance,Government,443.0,Female,Less Chance,Not Selected
EWS,469.0,57.33,Less Chance,Government,475.0,Female,Less Chance,Not Selected
BCD,553.0,67.23,Moderate Chance,Government,559.0,Female,Moderate Chance,Not Selected
EWS,524.0,63.24,Moderate Chance,Private,524.0,Male,Less Chance,Not Selected
EWS,522.0,63.48,Moderate Chance,Government,526.0,Male,Less Chance,Not Selected
OC,459.0,55.5,Less Chance,Government,463.0,Male,Less Chance,Not Selected
BCB,590.0,90.48,High Chance,Private,590.0,Male,High Chance,Selected
BCB,506.0,61.66,Moderate Chance,Government,510.0,Male,Less Chance,Not Selected
EWS,516.0,62.52,Moderate Chance,Private,518.0,Female,Less Chance,Not Selected
BCD,562.0,68.32,Moderate Chance,Government,568.0,Female,Moderate Chance,Not Selected
EWS,403.0,48.64,Less Chance,Private,403.0,Male,Less Chance,Not Selected
BCB,508.0,61.9,Moderate Chance,Government,512.0,Male,Less Chance,Not Selected
BCD,577.0,81.11,Moderate Chance,Government,583.0,Female,High Chance,Selected
EWS,590.0,96.0,High Chance,Government,596.0,Female,High Chance,Selected
BCD,535.0,64.59,Moderate Chance,Private,537.0,Female,Less Chance,Not Selected
EWS,484.0,59.14,Less Chance,Government,490.0,Female,Less Chance,Not Selected
BCB,483.0,59.12,Less Chance,Government,489.0,Female,Less Chance,Not Selected
OC,580.0,80.0,Moderate Chance,Government,584.0,Male,High Chance,Selected
EWS,409.0,49.84,Less Chance,Government,413.0,Male,Less Chance,Not Selected
BCD,558.0,67.59,Moderate Chance,Government,562.0,Male,Moderate Chance,Not Selected
BCB,429.0,52.11,Less Chance,Private,431.0,Female,Less Chance,Not Selected
EWS,563.0,68.43,Moderate Chance,Government,567.0,Male,Moderate Chance,Not Selected
EWS,475.0,58.05,Less Chance,Government,481.0,Female,Less Chance,Not Selected
BCB,413.0,50.66,Less Chance,Government,419.0,Female,Less Chance,Not Selected
BCB,499.0,60.57,Moderate Chance,Private,501.0,Female,Less Chance,Not Selected
OC,491.0,59.57,Less Chance,Government,497.0,Female,Less Chance,Not Selected
BCB,454.0,55.61,Less Chance,Government,460.0,Female,Less Chance,Not Selected
ST,483.0,61.12,Moderate Chance,Government,489.0,Female,Less Chance,Not Selected
SC,587.0,93.33,High Chance,Government,591.0,Male,High Chance,Selected
BCD,598.0,97.78,High Chance,Private,598.0,Male,High Chance,Selected
ST,595.0,99.5,High Chance,Government,599.0,Male,High Chance,Selected
ST,547.0,68.88,Moderate Chance,Government,551.0,Male,Moderate Chance,Not Selected
BCB,528.0,64.56,Moderate Chance,Government,534.0,Female,Less Chance,Not Selected
EWS,448.0,54.07,Less Chance,Private,448.0,Male,Less Chance,Not Selected
EWS,587.0,93.0,High Chance,Government,593.0,Female,High Chance,Selected
BCD,482.0,58.69,Less Chance,Government,488.0,Female,Less Chance,Not Selected
SC,530.0,65.24,Moderate Chance,Government,534.0,Male,Less Chance,Not Selected
BCD,483.0,58.81,Less Chance,Government,489.0,Female,Less Chance,Not Selected
BCB,421.0,51.62,Less Chance,Government,427.0,Female,Less Chance,Not Selected
EWS,588.0,94.0,High Chance,Government,594.0,Female,High Chance,Selected
OC,499.0,60.29,Less Chance,Government,503.0,Male,Less Chance,Not Selected
BCD,486.0,58.93,Less Chance,Government,490.0,Male,Less Chance,Not Selected
EWS,573.0,69.64,Moderate Chance,Government,577.0,Male,Moderate Chance,Not Selected
BCB,467.0,56.94,Less Chance,Government,471.0,Male,Less Chance,Not Selected
OC,542.0,64.97,Moderate Chance,Private,542.0,Male,Less Chance,Not Selected
BCD,496.0,60.14,Less Chance,Government,500.0,Male,Less Chance,Not Selected
EWS,474.0,57.45,Less Chance,Private,476.0,Female,Less Chance,Not Selected
BCB,431.0,52.11,Less Chance,Private,431.0,Male,Less Chance,Not Selected
BCD,555.0,67.23,Moderate Chance,Government,559.0,Male,Moderate Chance,Not Selected
BCA,510.0,62.03,Moderate Chance,Government,514.0,Male,Less Chance,Not Selected
EWS,519.0,63.12,Moderate Chance,Government,523.0,Male,Less Chance,Not Selected
BCD,600.0,104.44,High Chance,Government,604.0,Male,High Chance,Selected
ST,432.0,54.5,Less Chance,Government,436.0,Male,Less Chance,Not Selected
BCD,469.0,56.41,Less Chance,Private,469.0,Male,Less Chance,Not Selected
OC,407.0,49.5,Less Chance,Government,413.0,Female,Less Chance,Not Selected
SC,581.0,90.37,High Chance,Government,587.0,Female,High Chance,Selected
BCB,441.0,53.8,Less Chance,Government,445.0,Male,Less Chance,Not Selected
BCB,453.0,55.49,Less Chance,Government,459.0,Female,Less Chance,Not Selected
BCD,521.0,63.14,Moderate Chance,Government,525.0,Male,Less Chance,Not Selected
BCD,439.0,53.52,Less Chance,Government,445.0,Female,Less Chance,Not Selected
EWS,410.0,49.97,Less Chance,Government,414.0,Male,Less Chance,Not Selected
BCD,538.0,65.19,Moderate Chance,Government,542.0,Male,Less Chance,Not Selected
BCB,441.0,53.8,Less Chance,Government,445.0,Male,Less Chance,Not Selected
EWS,584.0,90.0,High Chance,Government,590.0,Female,High Chance,Selected
OC,503.0,60.53,Moderate Chance,Private,505.0,Female,Less Chance,Not Selected
BCD,505.0,61.46,Moderate Chance,Government,511.0,Female,Less Chance,Not Selected
BCB,526.0,64.32,Moderate Chance,Government,532.0,Female,Less Chance,Not Selected
BCD,480.0,58.45,Less Chance,Government,486.0,Female,Less Chance,Not Selected
BCB,512.0,62.38,Moderate Chance,Government,516.0,Male,Less Chance,Not Selected
SC,407.0,50.21,Less Chance,Government,411.0,Male,Less Chance,Not Selected
EWS,514.0,62.28,Moderate Chance,Private,516.0,Female,Less Chance,Not Selected
